anchor_text,canonical_match,element,final_url,js_recovery,link_type,localized_rescue,reason,snippet,source_page,status,status_code,url
,False,,https://www.linkedin.com/company/tapjoy/,False,,False,HTTP 999,,,BROKEN,999,https://www.linkedin.com/company/tapjoy/
,False,,https://www.linkedin.com/company/mistplay/,False,,False,HTTP 999,,,BROKEN,999,https://www.linkedin.com/company/mistplay/
,False,,https://play.google.com/store/apps/details?id=com.suziegames.foamsprayrun&hl=en_IN&gl=US,False,,False,HTTP 404,,,BROKEN,404,https://play.google.com/store/apps/details?id=com.suziegames.foamsprayrun&hl=en_IN&gl=US
,False,,https://www.linkedin.com/company/tyr-rewards/,False,,False,HTTP 999,,,BROKEN,999,https://www.linkedin.com/company/tyr-rewards/
,False,,https://ukie.org.uk/members/planetplay,False,,False,HTTP 404,,,BROKEN,404,https://ukie.org.uk/members/planetplay
,False,,https://surreynewwritersfest.com/2021/03/08/game-writings-no-game-why-interactive-writing-isnt-simple-by-leon-lynn/,False,,False,HTTP 404,,,BROKEN,404,https://surreynewwritersfest.com/2021/03/08/game-writings-no-game-why-interactive-writing-isnt-simple-by-leon-lynn/
,False,,https://www.tiktok.com/en-uk/privacy-policy,False,,False,HTTP 404,,,BROKEN,404,https://www.tiktok.com/en-uk/privacy-policy
,False,,https://www.kwalee.com/kwalee-pathfinders,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/kwalee-pathfinders/
,False,,https://apps.apple.com/us/app/zen-sort-match-puzzle/id6737188089,False,,False,HTTP 404,,,BROKEN,404,https://apps.apple.com/us/app/zen-sort-match-puzzle/id6737188089
,False,,https://press.kwalee.com/uk-game-developer-kwalee-pledging-profits-from-hit-title-teacher-simulator-to-help-tackle-child-food-poverty,False,,False,HTTP 404,,,BROKEN,404,https://press.kwalee.com/uk-game-developer-kwalee-pledging-profits-from-hit-title-teacher-simulator-to-help-tackle-child-food-poverty
,False,,https://assetstore.unity.com/packages/3d/environments/urban/simple-town-cartoon-assets-43500,False,,False,HTTP 404,,,BROKEN,404,https://assetstore.unity.com/packages/3d/environments/urban/simple-town-cartoon-assets-43500
,False,,https://onespecialday.org.uk/buy-games/,False,,False,HTTP 404,,,BROKEN,404,https://onespecialday.org.uk/buy-games/
,False,,https://surreynewwritersfest.com/buy-tickets/,False,,False,HTTP 404,,,BROKEN,404,https://surreynewwritersfest.com/buy-tickets/
,False,,https://onespecialday.org.uk/games-industry-unites-to-support-specialeffect-with-most-successful-one-special-day-ever/,False,,False,HTTP 404,,,BROKEN,404,https://onespecialday.org.uk/games-industry-unites-to-support-specialeffect-with-most-successful-one-special-day-ever/
,False,,https://help.snapchat.com/hc/en-gb/articles/7012377301524,False,,False,HTTP 404,,,BROKEN,404,https://support.snapchat.com/en-GB/article/games-data-privacy
,False,,https://www.linkedin.com/company/kwalee-ltd,False,,False,HTTP 999,,,BROKEN,999,http://linkedin.com/company/kwalee-ltd
,False,,https://static1.squarespace.com/static/5a61edb7a803bb7a65252b2d/t/654c9ece950b90706387302e/1699520218008/GameDeveloperIndex2023-EN-WEB.pdf,False,,False,HTTP 404,,,BROKEN,404,https://static1.squarespace.com/static/5a61edb7a803bb7a65252b2d/t/654c9ece950b90706387302e/1699520218008/GameDeveloperIndex2023-EN-WEB.pdf
,False,,https://uk.linkedin.com/company/kwalee,False,,False,HTTP 999,,,BROKEN,999,https://uk.linkedin.com/company/kwalee-ltd
,False,,https://assetstore.unity.com/packages/3d/environments/urban/simple-city-cartoon-assets-68420,False,,False,HTTP 404,,,BROKEN,404,https://assetstore.unity.com/packages/3d/environments/urban/simple-city-cartoon-assets-68420
,False,,https://support.google.com/admob/answer/6128543,False,,False,HTTP 404,,,BROKEN,404,https://support.google.com/admob/answer/6128543
,False,,https://www.kwalee.com/pc-console-community,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/gaming/pc-console-community
,False,,https://www.kwalee.com/blog/how-to-make-the-most-out-of-a-games-conference,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/how-to-make-the-most-out-of-a-games-conference
,False,,https://www.gamedaily.biz/article/2366/the-games-industry-is-seeing-its-first-major-losses-in-nearly-a-decade,False,,False,HTTP 404,,,BROKEN,404,https://gamedaily.biz/article/2366/the-games-industry-is-seeing-its-first-major-losses-in-nearly-a-decade
,False,,https://huq.io/data-partners,False,,False,HTTP 404,,,BROKEN,404,https://huq.io/data-partners
,False,,https://play.google.com/store/apps/details?id=com.kwalee.skiddycar,False,,False,HTTP 404,,,BROKEN,404,https://links.kwalee.com/skiddycar
,False,,https://huq.io/our-privacy-policy,False,,False,HTTP 404,,,BROKEN,404,https://huq.io/our-privacy-policy
,False,,https://www.kwalee.com/tag/publishing-with-kwalee,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/tag/publishing-with-kwalee/
,False,,https://www.kwalee.com/blog/inside-kwalee/what-are-creative-wednesdays,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/inside-kwalee/what-are-creative-wednesdays/
,False,,https://www.kwalee.com/blog/meet-simon,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/worklife/meet-simon/
,False,,https://www.kwalee.com/blog/women-in-games-with-jen-flannery,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/worklife/women-in-games-with-jen-flannery
,False,,https://www.kwalee.com/blog/kwalee-hits-1-billion-mobile-game-downloads-worldwide,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/kwalee-hits-1-billion-mobile-game-downloads-worldwide
,False,,https://www.kwalee.com/blog/kwalee-top-publisher-data-ai-2023-awards,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/kwalee-top-publisher-data-ai-2023-awards
,False,,https://www.kwalee.com/campaign/gaming,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/campaign/gaming
,False,,https://www.kwalee.com/blog/its-another-one-special-day-kwalee-specialeffect,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/its-another-one-special-day-kwalee-specialeffect
,False,,https://www.kwalee.com/blog/introducing-scathe-for-pc-consoles-kwalee,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/introducing-scathe-for-pc-consoles-kwalee/
,False,,https://www.kwalee.com/gaming/game-testing,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/gaming/game-testing
,False,,https://www.kwalee.com/blog/celebrating-qa-the-heroes-in-the-video-game-industry,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/celebrating-qa-the-heroes-in-the-video-game-industry
,False,,https://www.kwalee.com/blog/how-to-get-your-game-published-a-kwalee-guide,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/how-to-get-your-game-published-a-kwalee-guide
,False,,https://www.kwalee.com/blog/rocket-sky-from-prototype-to-hit,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/rocket-sky-from-prototype-to-hit
,False,,https://www.kwalee.com/blog/ai-in-game-development-and-its-impact,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/ai-in-game-development-and-its-impact
,False,,https://www.kwalee.com/blog/what-does-a-game-publisher-do,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/publishing/what-does-a-game-publisher-do
,False,,https://www.kwalee.com/blog/kwalee-knowledge/game-jam-priorities-how-to-make-a-great-hypercasual-game-in-two-days,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/kwalee-knowledge/game-jam-priorities-how-to-make-a-great-hypercasual-game-in-two-days/
,False,,https://www.kwalee.com/blog/game-jam-priorities-how-to-make-a-great-hypercasual-game-in-two-days,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/game-jam-priorities-how-to-make-a-great-hypercasual-game-in-two-days/
,False,,https://www.kwalee.com/blog/all-you-need-to-know-about-hypersims,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/all-you-need-to-know-about-hypersims
,False,,https://www.kwalee.com/blog/inside-kwalee/embracing-remote-work,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/inside-kwalee/embracing-remote-work
,False,,https://www.kwalee.com/blog/how-do-i-market-test-my-mobile-game,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/publishing/how-do-i-market-test-my-mobile-game
,False,,https://www.kwalee.com/blog/one-special-day-2020,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/worklife/one-special-day-2020/
,False,,https://www.kwalee.com/blog/welcome-to-the-kwalee-family-tictales,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/welcome-to-the-kwalee-family-tictales
,False,,https://www.kwalee.com/blog/making-a-hyper-casual-game-prototype,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/making-a-hyper-casual-game-prototype
,False,,https://www.kwalee.com/blog/5-tips-to-make-attractive-prototypes-for-game-publishers,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/5-tips-to-make-attractive-prototypes-for-game-publishers/
,False,,https://www.kwalee.com/category/blog/gamedev,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/category/blog/gamedev
,False,,https://www.kwalee.com/blog/inside-kwalee/welcome-to-the-kwalee-family-tictales,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/inside-kwalee/welcome-to-the-kwalee-family-tictales/
,False,,https://www.kwalee.com/blog/marketing-games-on-social-media-a-guide-for-game-studios,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/publishing/marketing-games-on-social-media-a-guide-for-game-studios/
,False,,https://www.kwalee.com/blog/video-games-the-digital-happy-pill,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/video-games-the-digital-happy-pill
,False,,https://www.kwalee.com/blog/our-ceo-earned-a-fellowship,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/worklife/our-ceo-earned-a-fellowship
,False,,https://www.kwalee.com/blog/how-do-i-market-test-my-mobile-game,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/how-do-i-market-test-my-mobile-game/
,False,,https://www.kwalee.com/blog/kwalee-hits-1-billion-mobile-game-installs-worldwide,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/kwalee-hits-1-billion-mobile-game-installs-worldwide/
,False,,https://www.kwalee.com/blog/kwalee-knowledge/what-makes-hypercasual,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/kwalee-knowledge/what-makes-hypercasual
,False,,https://www.kwalee.com/blog/inside-kwalee/kwalee101,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/inside-kwalee/kwalee101
,False,,https://www.kwalee.com/blog/inside-kwalee/500-million-downloads,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/inside-kwalee/500-million-downloads
,False,,https://www.kwalee.com/blog/events/eternal-hope-out-now-with-more-pc-console-titles-to-come,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/events/eternal-hope-out-now-with-more-pc-console-titles-to-come
,False,,https://www.kwalee.com/blog/one-special-day-2020,False,,False,HTTP 404,,,BROKEN,404,"https://www.kwalee.com/blog/worklife/one-special-day-2020#:~:text=To%20help%20One%20Special%20Day,you're%20directly%20supporting%20SpecialEffect!"
,False,,https://www.kwalee.com/robobeat-privacy-policy,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/robobeat-privacy-policy
,False,,https://www.kwalee.com/campaign/draw-it,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/campaign/draw-it
,False,,https://www.kwalee.com/blog/inside-kwalee/best-mobile-publisher-2022,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/inside-kwalee/best-mobile-publisher-2022
,False,,https://www.kwalee.com/blog/eternal-hope-out-now-with-more-pc-console-titles-to-come,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gaming/eternal-hope-out-now-with-more-pc-console-titles-to-come
,False,,https://www.kwalee.com/blog/inside-kwalee/announcing-tens-nintendo-switch,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/inside-kwalee/announcing-tens-nintendo-switch
,False,,https://www.kwalee.com/blog/what-makes-hypercasual,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/what-makes-hypercasual/
,False,,https://www.kwalee.com/blog/3-simple-steps-to-make-hypercasual-games,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/gamedev/3-simple-steps-to-make-hypercasual-games/
,False,,https://www.kwalee.com/blog/announcing-buildbox-partnership,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/industry/announcing-buildbox-partnership
,False,,https://www.kwalee.com/blog/events/kwalee-wins-publisher-of-the-year-tiga-2022,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/events/kwalee-wins-publisher-of-the-year-tiga-2022
,False,,https://www.kwalee.com/tag/people-make-kwalee,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/tag/people-make-kwalee/
,False,,https://www.kwalee.com/blog/embracing-remote-work,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/worklife/embracing-remote-work/
,False,,https://www.kwalee.com/blog/starting-a-gaming-job-covid-19-2,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/worklife/starting-a-gaming-job-covid-19-2/
,False,,https://www.kwalee.com/blog/what-are-creative-wednesdays,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/worklife/what-are-creative-wednesdays/
,False,,https://www.kwalee.com/blog/our-expansion-continues-with-the-launch-of-kwalee-china,False,,False,HTTP 404,,,BROKEN,404,https://www.kwalee.com/blog/worklife/our-expansion-continues-with-the-launch-of-kwalee-china/
,False,,https://www.kwalee.com/blog/kwalee-knowledge/makeover-studio-3d-lessons,False,,False,HTTP 404,,,BROKEN,404,https://kwalee.com/blog/kwalee-knowledge/makeover-studio-3d-lessons/
,False,,https://www.kwalee.com/blog/kwalee-knowledge/developer-spotlight-tictales,False,,False,HTTP 404,,,BROKEN,404,https://kwalee.com/blog/kwalee-knowledge/developer-spotlight-tictales/
,False,,https://www.kwalee.com/blog/inside-kwalee/people-make-kwalee-intl-womens-day,False,,False,HTTP 404,,,BROKEN,404,https://kwalee.com/blog/inside-kwalee/people-make-kwalee-intl-womens-day/
